date,keyword,google_score
2021-01-01,Y2K패션,0.0
2021-01-01,달고나커피,2.0
2021-01-01,두바이초콜릿,0.0
2021-01-01,레트로무드,0.0
2021-01-01,마라탕,27.0
2021-01-01,숏폼콘텐츠,0.0
2021-01-01,탕후루,4.0
2021-01-01,허니버터칩,1.0
2021-01-01,흑당버블티,0.0
2021-02-01,AI아트,0.0
2021-02-01,Y2K패션,0.0
2021-02-01,달고나커피,2.0
2021-02-01,두바이초콜릿,0.0
2021-02-01,레트로무드,0.0
2021-02-01,마라탕,28.0
2021-02-01,숏폼콘텐츠,0.0
2021-02-01,탕후루,4.0
2021-02-01,허니버터칩,1.0
2021-02-01,흑당버블티,1.0
2021-03-01,AI아트,0.0
2021-03-01,Y2K패션,0.0
2021-03-01,달고나커피,2.0
2021-03-01,두바이초콜릿,0.0
2021-03-01,레트로무드,0.0
2021-03-01,마라탕,25.0
2021-03-01,숏폼콘텐츠,0.0
2021-03-01,탕후루,3.0
2021-03-01,허니버터칩,1.0
2021-03-01,흑당버블티,1.0
2021-04-01,AI아트,0.0
2021-04-01,Y2K패션,0.0
2021-04-01,달고나커피,2.0
2021-04-01,두바이초콜릿,0.0
2021-04-01,레트로무드,0.0
2021-04-01,마라탕,25.0
2021-04-01,숏폼콘텐츠,0.0
2021-04-01,탕후루,2.0
2021-04-01,허니버터칩,1.0
2021-04-01,흑당버블티,1.0
2021-05-01,AI아트,0.0
2021-05-01,Y2K패션,0.0
2021-05-01,달고나커피,1.0
2021-05-01,두바이초콜릿,0.0
2021-05-01,레트로무드,0.0
2021-05-01,마라탕,25.0
2021-05-01,숏폼콘텐츠,0.0
2021-05-01,탕후루,2.0
2021-05-01,허니버터칩,2.0
2021-05-01,흑당버블티,1.0
2021-06-01,AI아트,0.0
2021-06-01,Y2K패션,0.0
2021-06-01,달고나커피,1.0
2021-06-01,두바이초콜릿,0.0
2021-06-01,레트로무드,0.0
2021-06-01,마라탕,27.0
2021-06-01,숏폼콘텐츠,0.0
2021-06-01,탕후루,2.0
2021-06-01,허니버터칩,2.0
2021-06-01,흑당버블티,1.0
2021-07-01,AI아트,0.0
2021-07-01,Y2K패션,0.0
2021-07-01,달고나커피,1.0
2021-07-01,두바이초콜릿,0.0
2021-07-01,레트로무드,0.0
2021-07-01,마라탕,29.0
2021-07-01,숏폼콘텐츠,0.0
2021-07-01,탕후루,2.0
2021-07-01,허니버터칩,1.0
2021-07-01,흑당버블티,1.0
2021-08-01,AI아트,0.0
2021-08-01,Y2K패션,0.0
2021-08-01,달고나커피,2.0
2021-08-01,두바이초콜릿,0.0
2021-08-01,레트로무드,0.0
2021-08-01,마라탕,34.0
2021-08-01,숏폼콘텐츠,0.0
2021-08-01,탕후루,1.0
2021-08-01,허니버터칩,1.0
2021-08-01,흑당버블티,0.0
2021-09-01,AI아트,0.0
2021-09-01,Y2K패션,1.0
2021-09-01,달고나커피,2.0
2021-09-01,두바이초콜릿,0.0
2021-09-01,레트로무드,0.0
2021-09-01,마라탕,34.0
2021-09-01,숏폼콘텐츠,0.0
2021-09-01,탕후루,2.0
2021-09-01,허니버터칩,1.0
2021-09-01,흑당버블티,0.0
2021-10-01,AI아트,1.0
2021-10-01,Y2K패션,0.0
2021-10-01,달고나커피,2.0
2021-10-01,두바이초콜릿,0.0
2021-10-01,레트로무드,0.0
2021-10-01,마라탕,33.0
2021-10-01,숏폼콘텐츠,1.0
2021-10-01,탕후루,2.0
2021-10-01,허니버터칩,1.0
2021-10-01,흑당버블티,1.0
2021-11-01,AI아트,0.0
2021-11-01,Y2K패션,0.0
2021-11-01,달고나커피,1.0
2021-11-01,두바이초콜릿,0.0
2021-11-01,레트로무드,0.0
2021-11-01,마라탕,32.0
2021-11-01,숏폼콘텐츠,1.0
2021-11-01,탕후루,3.0
2021-11-01,허니버터칩,1.0
2021-11-01,흑당버블티,1.0
2021-12-01,AI아트,1.0
2021-12-01,Y2K패션,0.0
2021-12-01,달고나커피,1.0
2021-12-01,두바이초콜릿,0.0
2021-12-01,레트로무드,0.0
2021-12-01,마라탕,31.0
2021-12-01,숏폼콘텐츠,1.0
2021-12-01,탕후루,3.0
2021-12-01,허니버터칩,1.0
2021-12-01,흑당버블티,1.0
2022-01-01,AI아트,1.0
2022-01-01,Y2K패션,0.0
2022-01-01,달고나커피,1.0
2022-01-01,두바이초콜릿,0.0
2022-01-01,레트로무드,0.0
2022-01-01,마라탕,36.0
2022-01-01,숏폼콘텐츠,0.0
2022-01-01,탕후루,3.0
2022-01-01,허니버터칩,1.0
2022-01-01,흑당버블티,1.0
2022-02-01,AI아트,0.0
2022-02-01,Y2K패션,0.0
2022-02-01,달고나커피,1.0
2022-02-01,두바이초콜릿,0.0
2022-02-01,레트로무드,0.0
2022-02-01,마라탕,37.0
2022-02-01,숏폼콘텐츠,0.0
2022-02-01,탕후루,4.0
2022-02-01,허니버터칩,1.0
2022-02-01,흑당버블티,1.0
2022-03-01,AI아트,1.0
2022-03-01,Y2K패션,1.0
2022-03-01,달고나커피,1.0
2022-03-01,두바이초콜릿,0.0
2022-03-01,레트로무드,0.0
2022-03-01,마라탕,33.0
2022-03-01,숏폼콘텐츠,1.0
2022-03-01,탕후루,3.0
2022-03-01,허니버터칩,3.0
2022-03-01,흑당버블티,1.0
2022-04-01,AI아트,1.0
2022-04-01,Y2K패션,1.0
2022-04-01,달고나커피,1.0
2022-04-01,두바이초콜릿,0.0
2022-04-01,레트로무드,0.0
2022-04-01,마라탕,37.0
2022-04-01,숏폼콘텐츠,1.0
2022-04-01,탕후루,3.0
2022-04-01,허니버터칩,2.0
2022-04-01,흑당버블티,1.0
2022-05-01,AI아트,1.0
2022-05-01,Y2K패션,2.0
2022-05-01,달고나커피,1.0
2022-05-01,두바이초콜릿,0.0
2022-05-01,레트로무드,0.0
2022-05-01,마라탕,40.0
2022-05-01,숏폼콘텐츠,2.0
2022-05-01,탕후루,2.0
2022-05-01,허니버터칩,1.0
2022-05-01,흑당버블티,1.0
2022-06-01,AI아트,1.0
2022-06-01,Y2K패션,1.0
2022-06-01,달고나커피,1.0
2022-06-01,두바이초콜릿,0.0
2022-06-01,레트로무드,0.0
2022-06-01,마라탕,44.0
2022-06-01,숏폼콘텐츠,1.0
2022-06-01,탕후루,3.0
2022-06-01,허니버터칩,1.0
2022-06-01,흑당버블티,1.0
2022-07-01,AI아트,1.0
2022-07-01,Y2K패션,1.0
2022-07-01,달고나커피,1.0
2022-07-01,두바이초콜릿,0.0
2022-07-01,레트로무드,0.0
2022-07-01,마라탕,50.0
2022-07-01,숏폼콘텐츠,0.0
2022-07-01,탕후루,3.0
2022-07-01,허니버터칩,1.0
2022-07-01,흑당버블티,1.0
2022-08-01,AI아트,1.0
2022-08-01,Y2K패션,2.0
2022-08-01,달고나커피,0.0
2022-08-01,두바이초콜릿,0.0
2022-08-01,레트로무드,0.0
2022-08-01,마라탕,46.0
2022-08-01,숏폼콘텐츠,1.0
2022-08-01,탕후루,2.0
2022-08-01,허니버터칩,1.0
2022-08-01,흑당버블티,1.0
2022-09-01,AI아트,1.0
2022-09-01,Y2K패션,3.0
2022-09-01,달고나커피,1.0
2022-09-01,두바이초콜릿,0.0
2022-09-01,레트로무드,0.0
2022-09-01,마라탕,55.0
2022-09-01,숏폼콘텐츠,1.0
2022-09-01,탕후루,2.0
2022-09-01,허니버터칩,1.0
2022-09-01,흑당버블티,1.0
2022-10-01,AI아트,3.0
2022-10-01,Y2K패션,3.0
2022-10-01,달고나커피,1.0
2022-10-01,두바이초콜릿,0.0
2022-10-01,레트로무드,0.0
2022-10-01,마라탕,57.0
2022-10-01,숏폼콘텐츠,2.0
2022-10-01,탕후루,3.0
2022-10-01,허니버터칩,1.0
2022-10-01,흑당버블티,1.0
2022-11-01,AI아트,2.0
2022-11-01,Y2K패션,2.0
2022-11-01,달고나커피,1.0
2022-11-01,두바이초콜릿,0.0
2022-11-01,레트로무드,0.0
2022-11-01,마라탕,51.0
2022-11-01,숏폼콘텐츠,2.0
2022-11-01,탕후루,5.0
2022-11-01,허니버터칩,1.0
2022-11-01,흑당버블티,1.0
2022-12-01,AI아트,3.0
2022-12-01,Y2K패션,2.0
2022-12-01,달고나커피,0.0
2022-12-01,두바이초콜릿,0.0
2022-12-01,레트로무드,0.0
2022-12-01,마라탕,47.0
2022-12-01,숏폼콘텐츠,1.0
2022-12-01,탕후루,6.0
2022-12-01,허니버터칩,1.0
2022-12-01,흑당버블티,1.0
2023-01-01,AI아트,2.0
2023-01-01,Y2K패션,2.0
2023-01-01,달고나커피,1.0
2023-01-01,두바이초콜릿,0.0
2023-01-01,레트로무드,0.0
2023-01-01,마라탕,48.0
2023-01-01,숏폼콘텐츠,1.0
2023-01-01,탕후루,8.0
2023-01-01,허니버터칩,1.0
2023-01-01,흑당버블티,1.0
2023-02-01,AI아트,4.0
2023-02-01,Y2K패션,3.0
2023-02-01,달고나커피,1.0
2023-02-01,두바이초콜릿,0.0
2023-02-01,레트로무드,0.0
2023-02-01,마라탕,50.0
2023-02-01,숏폼콘텐츠,1.0
2023-02-01,탕후루,8.0
2023-02-01,허니버터칩,1.0
2023-02-01,흑당버블티,1.0
2023-03-01,AI아트,3.0
2023-03-01,Y2K패션,3.0
2023-03-01,달고나커피,1.0
2023-03-01,두바이초콜릿,0.0
2023-03-01,레트로무드,0.0
2023-03-01,마라탕,46.0
2023-03-01,숏폼콘텐츠,1.0
2023-03-01,탕후루,11.0
2023-03-01,허니버터칩,1.0
2023-03-01,흑당버블티,1.0
2023-04-01,AI아트,3.0
2023-04-01,Y2K패션,4.0
2023-04-01,달고나커피,1.0
2023-04-01,두바이초콜릿,0.0
2023-04-01,레트로무드,0.0
2023-04-01,마라탕,50.0
2023-04-01,숏폼콘텐츠,1.0
2023-04-01,탕후루,12.0
2023-04-01,허니버터칩,1.0
2023-04-01,흑당버블티,1.0
2023-05-01,AI아트,3.0
2023-05-01,Y2K패션,4.0
2023-05-01,달고나커피,1.0
2023-05-01,두바이초콜릿,0.0
2023-05-01,레트로무드,0.0
2023-05-01,마라탕,45.0
2023-05-01,숏폼콘텐츠,1.0
2023-05-01,탕후루,16.0
2023-05-01,허니버터칩,1.0
2023-05-01,흑당버블티,1.0
2023-06-01,AI아트,3.0
2023-06-01,Y2K패션,3.0
2023-06-01,달고나커피,1.0
2023-06-01,두바이초콜릿,0.0
2023-06-01,레트로무드,0.0
2023-06-01,마라탕,38.0
2023-06-01,숏폼콘텐츠,2.0
2023-06-01,탕후루,27.0
2023-06-01,허니버터칩,1.0
2023-06-01,흑당버블티,0.0
2023-07-01,AI아트,3.0
2023-07-01,Y2K패션,3.0
2023-07-01,달고나커피,0.0
2023-07-01,두바이초콜릿,0.0
2023-07-01,레트로무드,0.0
2023-07-01,마라탕,41.0
2023-07-01,숏폼콘텐츠,1.0
2023-07-01,탕후루,39.0
2023-07-01,허니버터칩,2.0
2023-07-01,흑당버블티,1.0
2023-08-01,AI아트,2.0
2023-08-01,Y2K패션,2.0
2023-08-01,달고나커피,1.0
2023-08-01,두바이초콜릿,0.0
2023-08-01,레트로무드,0.0
2023-08-01,마라탕,38.0
2023-08-01,숏폼콘텐츠,1.0
2023-08-01,탕후루,67.0
2023-08-01,허니버터칩,1.0
2023-08-01,흑당버블티,1.0
2023-09-01,AI아트,3.0
2023-09-01,Y2K패션,3.0
2023-09-01,달고나커피,0.0
2023-09-01,두바이초콜릿,0.0
2023-09-01,레트로무드,0.0
2023-09-01,마라탕,42.0
2023-09-01,숏폼콘텐츠,1.0
2023-09-01,탕후루,100.0
2023-09-01,허니버터칩,1.0
2023-09-01,흑당버블티,0.0
2023-10-01,AI아트,3.0
2023-10-01,Y2K패션,1.0
2023-10-01,달고나커피,1.0
2023-10-01,두바이초콜릿,0.0
2023-10-01,레트로무드,0.0
2023-10-01,마라탕,40.0
2023-10-01,숏폼콘텐츠,1.0
2023-10-01,탕후루,75.0
2023-10-01,허니버터칩,2.0
2023-10-01,흑당버블티,1.0
2023-11-01,AI아트,3.0
2023-11-01,Y2K패션,2.0
2023-11-01,달고나커피,1.0
2023-11-01,두바이초콜릿,0.0
2023-11-01,레트로무드,0.0
2023-11-01,마라탕,35.0
2023-11-01,숏폼콘텐츠,2.0
2023-11-01,탕후루,54.0
2023-11-01,허니버터칩,1.0
2023-11-01,흑당버블티,0.0
2023-12-01,AI아트,2.0
2023-12-01,Y2K패션,1.0
2023-12-01,달고나커피,1.0
2023-12-01,두바이초콜릿,0.0
2023-12-01,레트로무드,0.0
2023-12-01,마라탕,36.0
2023-12-01,숏폼콘텐츠,1.0
2023-12-01,탕후루,50.0
2023-12-01,허니버터칩,1.0
2023-12-01,흑당버블티,1.0
2024-01-01,AI아트,4.0
2024-01-01,Y2K패션,1.0
2024-01-01,달고나커피,0.0
2024-01-01,두바이초콜릿,0.0
2024-01-01,레트로무드,0.0
2024-01-01,마라탕,39.0
2024-01-01,숏폼콘텐츠,1.0
2024-01-01,탕후루,69.0
2024-01-01,허니버터칩,1.0
2024-01-01,흑당버블티,0.0
2024-02-01,AI아트,3.0
2024-02-01,Y2K패션,1.0
2024-02-01,달고나커피,0.0
2024-02-01,두바이초콜릿,0.0
2024-02-01,레트로무드,0.0
2024-02-01,마라탕,34.0
2024-02-01,숏폼콘텐츠,1.0
2024-02-01,탕후루,33.0
2024-02-01,허니버터칩,1.0
2024-02-01,흑당버블티,1.0
2024-03-01,AI아트,4.0
2024-03-01,Y2K패션,1.0
2024-03-01,달고나커피,0.0
2024-03-01,두바이초콜릿,0.0
2024-03-01,레트로무드,0.0
2024-03-01,마라탕,34.0
2024-03-01,숏폼콘텐츠,2.0
2024-03-01,탕후루,24.0
2024-03-01,허니버터칩,1.0
2024-03-01,흑당버블티,0.0
2024-04-01,AI아트,5.0
2024-04-01,Y2K패션,1.0
2024-04-01,달고나커피,1.0
2024-04-01,두바이초콜릿,0.0
2024-04-01,레트로무드,0.0
2024-04-01,마라탕,33.0
2024-04-01,숏폼콘텐츠,2.0
2024-04-01,탕후루,21.0
2024-04-01,허니버터칩,1.0
2024-04-01,흑당버블티,1.0
2024-05-01,AI아트,3.0
2024-05-01,Y2K패션,2.0
2024-05-01,달고나커피,0.0
2024-05-01,두바이초콜릿,12.0
2024-05-01,레트로무드,0.0
2024-05-01,마라탕,50.0
2024-05-01,숏폼콘텐츠,2.0
2024-05-01,탕후루,48.0
2024-05-01,허니버터칩,1.0
2024-05-01,흑당버블티,0.0
2024-06-01,AI아트,3.0
2024-06-01,Y2K패션,1.0
2024-06-01,달고나커피,0.0
2024-06-01,두바이초콜릿,43.0
2024-06-01,레트로무드,0.0
2024-06-01,마라탕,54.0
2024-06-01,숏폼콘텐츠,1.0
2024-06-01,탕후루,48.0
2024-06-01,허니버터칩,1.0
2024-06-01,흑당버블티,0.0
2024-07-01,AI아트,3.0
2024-07-01,Y2K패션,1.0
2024-07-01,달고나커피,1.0
2024-07-01,두바이초콜릿,100.0
2024-07-01,레트로무드,0.0
2024-07-01,마라탕,48.0
2024-07-01,숏폼콘텐츠,1.0
2024-07-01,탕후루,36.0
2024-07-01,허니버터칩,1.0
2024-07-01,흑당버블티,1.0
2024-08-01,AI아트,3.0
2024-08-01,Y2K패션,1.0
2024-08-01,달고나커피,1.0
2024-08-01,두바이초콜릿,73.0
2024-08-01,레트로무드,0.0
2024-08-01,마라탕,43.0
2024-08-01,숏폼콘텐츠,1.0
2024-08-01,탕후루,27.0
2024-08-01,허니버터칩,1.0
2024-08-01,흑당버블티,1.0
2024-09-01,AI아트,4.0
2024-09-01,Y2K패션,2.0
2024-09-01,달고나커피,0.0
2024-09-01,두바이초콜릿,46.0
2024-09-01,레트로무드,0.0
2024-09-01,마라탕,39.0
2024-09-01,숏폼콘텐츠,0.0
2024-09-01,탕후루,20.0
2024-09-01,허니버터칩,1.0
2024-09-01,흑당버블티,0.0
2024-10-01,AI아트,4.0
2024-10-01,Y2K패션,2.0
2024-10-01,달고나커피,0.0
2024-10-01,두바이초콜릿,24.0
2024-10-01,레트로무드,0.0
2024-10-01,마라탕,35.0
2024-10-01,숏폼콘텐츠,2.0
2024-10-01,탕후루,16.0
2024-10-01,허니버터칩,1.0
2024-10-01,흑당버블티,0.0
2024-11-01,AI아트,5.0
2024-11-01,Y2K패션,1.0
2024-11-01,달고나커피,0.0
2024-11-01,두바이초콜릿,15.0
2024-11-01,레트로무드,0.0
2024-11-01,마라탕,39.0
2024-11-01,숏폼콘텐츠,1.0
2024-11-01,탕후루,12.0
2024-11-01,허니버터칩,1.0
2024-11-01,흑당버블티,1.0
2024-12-01,AI아트,4.0
2024-12-01,Y2K패션,0.0
2024-12-01,달고나커피,0.0
2024-12-01,두바이초콜릿,9.0
2024-12-01,레트로무드,0.0
2024-12-01,마라탕,39.0
2024-12-01,숏폼콘텐츠,1.0
2024-12-01,탕후루,13.0
2024-12-01,허니버터칩,1.0
2024-12-01,흑당버블티,0.0
2025-01-01,AI아트,4.0
2025-01-01,Y2K패션,0.0
2025-01-01,달고나커피,1.0
2025-01-01,두바이초콜릿,9.0
2025-01-01,레트로무드,0.0
2025-01-01,마라탕,42.0
2025-01-01,숏폼콘텐츠,1.0
2025-01-01,탕후루,14.0
2025-01-01,허니버터칩,2.0
2025-01-01,흑당버블티,0.0
2025-02-01,AI아트,5.0
2025-02-01,Y2K패션,1.0
2025-02-01,달고나커피,0.0
2025-02-01,두바이초콜릿,11.0
2025-02-01,레트로무드,0.0
2025-02-01,마라탕,39.0
2025-02-01,숏폼콘텐츠,1.0
2025-02-01,탕후루,10.0
2025-02-01,허니버터칩,1.0
2025-02-01,흑당버블티,0.0
2025-03-01,AI아트,6.0
2025-03-01,Y2K패션,1.0
2025-03-01,달고나커피,1.0
2025-03-01,두바이초콜릿,8.0
2025-03-01,레트로무드,0.0
2025-03-01,마라탕,39.0
2025-03-01,숏폼콘텐츠,1.0
2025-03-01,탕후루,12.0
2025-03-01,허니버터칩,1.0
2025-03-01,흑당버블티,1.0
2025-04-01,AI아트,6.0
2025-04-01,Y2K패션,1.0
2025-04-01,달고나커피,0.0
2025-04-01,두바이초콜릿,6.0
2025-04-01,레트로무드,0.0
2025-04-01,마라탕,36.0
2025-04-01,숏폼콘텐츠,1.0
2025-04-01,탕후루,10.0
2025-04-01,허니버터칩,2.0
2025-04-01,흑당버블티,1.0
2025-05-01,AI아트,5.0
2025-05-01,Y2K패션,1.0
2025-05-01,달고나커피,0.0
2025-05-01,두바이초콜릿,4.0
2025-05-01,레트로무드,0.0
2025-05-01,마라탕,35.0
2025-05-01,숏폼콘텐츠,2.0
2025-05-01,탕후루,11.0
2025-05-01,허니버터칩,2.0
2025-05-01,흑당버블티,0.0
2025-06-01,AI아트,6.0
2025-06-01,Y2K패션,1.0
2025-06-01,달고나커피,0.0
2025-06-01,두바이초콜릿,5.0
2025-06-01,레트로무드,0.0
2025-06-01,마라탕,38.0
2025-06-01,숏폼콘텐츠,1.0
2025-06-01,탕후루,12.0
2025-06-01,허니버터칩,2.0
2025-06-01,흑당버블티,1.0
2025-07-01,AI아트,7.0
2025-07-01,Y2K패션,1.0
2025-07-01,달고나커피,0.0
2025-07-01,두바이초콜릿,5.0
2025-07-01,레트로무드,0.0
2025-07-01,마라탕,42.0
2025-07-01,숏폼콘텐츠,1.0
2025-07-01,탕후루,13.0
2025-07-01,허니버터칩,2.0
2025-07-01,흑당버블티,0.0
2025-08-01,AI아트,6.0
2025-08-01,Y2K패션,1.0
2025-08-01,달고나커피,1.0
2025-08-01,두바이초콜릿,6.0
2025-08-01,레트로무드,0.0
2025-08-01,마라탕,44.0
2025-08-01,숏폼콘텐츠,1.0
2025-08-01,탕후루,13.0
2025-08-01,허니버터칩,2.0
2025-08-01,흑당버블티,1.0
2025-09-01,AI아트,7.0
2025-09-01,Y2K패션,1.0
2025-09-01,달고나커피,0.0
2025-09-01,두바이초콜릿,6.0
2025-09-01,레트로무드,0.0
2025-09-01,마라탕,46.0
2025-09-01,숏폼콘텐츠,2.0
2025-09-01,탕후루,11.0
2025-09-01,허니버터칩,2.0
2025-09-01,흑당버블티,1.0
2025-10-01,AI아트,7.0
2025-10-01,Y2K패션,0.0
2025-10-01,달고나커피,0.0
2025-10-01,두바이초콜릿,8.0
2025-10-01,레트로무드,0.0
2025-10-01,마라탕,50.0
2025-10-01,숏폼콘텐츠,1.0
2025-10-01,탕후루,12.0
2025-10-01,허니버터칩,2.0
2025-10-01,흑당버블티,0.0
2025-11-01,AI아트,12.0
2025-11-01,Y2K패션,1.0
2025-11-01,달고나커피,1.0
2025-11-01,두바이초콜릿,14.0
2025-11-01,레트로무드,0.0
2025-11-01,마라탕,47.0
2025-11-01,숏폼콘텐츠,3.0
2025-11-01,탕후루,12.0
2025-11-01,허니버터칩,2.0
2025-11-01,흑당버블티,1.0
2025-12-01,AI아트,11.0
2025-12-01,Y2K패션,1.0
2025-12-01,달고나커피,0.0
2025-12-01,두바이초콜릿,25.0
2025-12-01,레트로무드,0.0
2025-12-01,마라탕,44.0
2025-12-01,숏폼콘텐츠,2.0
2025-12-01,탕후루,12.0
2025-12-01,허니버터칩,2.0
2025-12-01,흑당버블티,1.0
